attack,metric,category,preset,ssim,psnr,mse,l_inf,mae,abs_gain,param_name,param_val
korhonen-et-al,maniqa,2,5-6,0.9719118636752067,40.779433155141646,0.00010409261140424675,0.03137254901960784,0.006467868265163447,0.47045321518590566,lr,0.0031399975436574453
korhonen-et-al,maniqa,3,6-7,0.9272714078673621,35.968684150361675,0.0003107795109136059,0.06274509803921569,0.011006685924890614,0.6173498049393864,lr,0.006333314206582966
uap,maniqa,0,-1-1,0.9735810564836028,46.201976573826435,5.266392625198125e-05,0.00784313725490196,0.0053485492067237616,-0.015232059878993412,Amplitude,0.07843085325409549
uap,maniqa,1,-1-1,0.9230591984804963,39.63267452219107,0.00015940689959507786,0.01568627450980392,0.010747789622991846,-0.042742169366960736,Amplitude,0.15686231050841132
uap,maniqa,2,2-3,0.8035118293435397,33.017675316773655,0.0005231252989537544,0.03137254901960784,0.0202900267865813,-0.09806274382310215,Amplitude,0.31372510932059344
uap,maniqa,3,5-6,0.5846789013948295,27.142778346440682,0.0019440335564191778,0.06274509803921569,0.0391598428901937,-0.18262825459975845,Amplitude,0.6274506436205433
ssah,maniqa,0,4-5,0.9918908792133058,47.77787611327199,1.6950891349523693e-05,0.00784313725490196,0.0033257708825818475,0.2990718903438555,lr,0.0007719419732251428
ssah,maniqa,1,5-6,0.980873976001534,43.91217240414395,4.327313220379199e-05,0.01568627450980392,0.00492498163646621,0.4094620709525079,lr,0.0015449256237222509
ssah,maniqa,2,6-7,0.9609212434807052,40.412963694936444,9.595372058777206e-05,0.03137254901960784,0.006837077802184769,0.5322319630360584,lr,0.0030950107671146422
ssah,maniqa,3,8-9,0.9271354753150889,37.24782183631064,0.00019424812089889,0.06274509803921569,0.009262611031280812,0.6821632528038283,lr,0.0062143228572713064
grad-est,maniqa,0,-2-0,0.9811614484492427,46.26149468200659,2.793627070170162e-05,0.00784313725490196,0.004413982301947266,0.021359036986280836,eps,0.007843123246226276
grad-est,maniqa,1,1-2,0.9397947002528454,40.294904902176604,9.802855105960785e-05,0.01568627450980392,0.008486655097666933,0.0510916056529156,eps,0.01568625387958473
grad-est,maniqa,2,3-4,0.8365237849581537,34.70064130602819,0.0003521889408761123,0.03137254901960784,0.01595957849982498,0.10254027402898871,eps,0.03137253394199675
grad-est,maniqa,3,5-6,0.7323669149737179,31.21388541687247,0.0007637013016832492,0.06274509803921569,0.022298546396722553,0.1440540641588276,eps,0.06274507912772695
zhang-et-al-dists,maniqa,0,3-4,0.9907560775244569,47.71781450242846,2.0756117929767235e-05,0.00784313725490196,0.0036044312798758174,0.29807781015615387,lr,0.0007723188379988206
zhang-et-al-dists,maniqa,1,4-5,0.9751484166281115,43.023034101143885,6.103765708524568e-05,0.01568627450980392,0.006038947344108226,0.4160617333306873,lr,0.0015463460358702214
zhang-et-al-dists,maniqa,2,5-6,0.9330696212771086,38.25380495156762,0.00018363465732245123,0.03137254901960784,0.010311552213224863,0.568812547955569,lr,0.0030991773049628096
zhang-et-al-dists,maniqa,3,6-7,0.8292649521714217,33.14603806192262,0.0005972664384581502,0.06274509803921569,0.01849172101933521,0.7892168967980027,lr,0.0062209012132534835
square-attack,maniqa,0,-2-0,0.9913462505106844,47.956327608829085,1.931304930668732e-05,0.00784313725490196,0.0022702259801343897,0.07174075161217003,eps,0.007843123413085283
square-attack,maniqa,1,1-2,0.9760462336742044,41.97345909865635,6.703684570169606e-05,0.01568627450980392,0.004210609776075449,0.11994925288514026,eps,0.015686254173282427
square-attack,maniqa,2,3-4,0.94376781944063,36.56783431642623,0.00023837779953543678,0.03137254901960784,0.0075076681350275684,0.17606012315526295,eps,0.03137253412354922
square-attack,maniqa,3,5-6,0.8936823812657387,30.984374752076846,0.0008596966991290603,0.06274509803921569,0.013633494138545033,0.2489366690231205,eps,0.06274507928498864
ifgsm,linearity,0,1-2,0.9939902402304309,48.7174908475448,1.5248491463272772e-05,0.00784313725490196,0.0030243790272027637,0.7929235839063354,alpha,0.0007843126884483477
ifgsm,linearity,1,2-3,0.9824728311447788,44.10831702479841,4.33780135322315e-05,0.01568627450980392,0.005004195958722708,1.041288030417947,alpha,0.001568626072197761
ifgsm,linearity,2,4-5,0.9427199441106525,38.90514794826886,0.00013775384060065382,0.03137254901960784,0.008847980333747594,1.2905699087575406,alpha,0.00326284464336808
madc,linearity,0,5-6,0.9960632321088387,52.320623514968425,6.205108704840909e-06,0.00784313725490196,0.0017673710289201948,0.6507748159718467,lr,0.0009803891890329075
madc,linearity,1,6-7,0.9827408951004153,45.99344737277917,2.9011133989503355e-05,0.01568627450980392,0.0039010441085262884,0.903898606964479,lr,0.001960781582696025
madc,linearity,2,7-8,0.9340299787511053,39.841366561039656,0.00012734089487145925,0.03137254901960784,0.008190663075869376,1.1260870542978438,lr,0.003921558548824352
madc,linearity,3,8-9,0.810674054234674,33.83847340474767,0.0005261901009167977,0.06274509803921569,0.016570605713019777,1.2895921281152762,lr,0.007843129035691567
cnn-attack,linearity,0,-2--1,0.9682688170445638,46.56128019818975,6.839990838002727e-05,0.00784313725490196,0.005755910537432175,0.141887262003675,Amplitude,0.019999907447663376
cnn-attack,linearity,1,-2--1,0.9166519323517991,39.613937432613454,0.000185330454202093,0.01568627450980392,0.011464577040208632,0.4458789461837398,Amplitude,0.0399998721427257
cnn-attack,linearity,2,-1-0,0.7859330973032981,32.56189417197368,0.0006753637280203121,0.03137254901960784,0.022727227413956212,0.9898274114100198,Amplitude,0.07999985439400048
cnn-attack,linearity,3,0-1,0.564986808027196,26.528395806654196,0.0025716429381038527,0.06274509803921569,0.044643723708415836,1.4642083923057116,Amplitude,0.15999990068159387
diff-evolve-uap,linearity,1,0-1,0.9430806923479975,40.729546766473646,0.00010530665327780187,0.01568627450980392,0.008214631049215852,-0.043454261175429706,Amplitude,0.1568623090673373
diff-evolve-uap,linearity,2,2-3,0.9065275130633357,37.46286431985196,0.00018483624456994016,0.03137254901960784,0.010871608253197749,-0.06906948906002408,Amplitude,0.31372510932059344
diff-evolve-uap,linearity,3,5-6,0.7035932991574153,30.4765383818071,0.0009103431596293775,0.06274509803921569,0.02421509310113338,-0.15493462836090283,Amplitude,0.6274506436205435
stadv,linearity,0,3-4,0.9999995005979729,87.54054010920356,1.5758270261157537e-08,0.00784313725490196,1.196049093249714e-05,0.006333817789377473,lr,0.6058968376981344
stadv,linearity,1,4-5,0.9999980978122257,79.8133394760699,6.386074546415663e-08,0.01568627450980392,2.6226853163341802e-05,0.012007535115781585,lr,0.8144418120194596
stadv,linearity,2,4-5,0.9999927702355011,74.14432941128244,2.534926267944458e-07,0.03137254901960784,5.8673176556924665e-05,0.022269138310122803,lr,1.042403556252653
stadv,linearity,3,5-6,0.9999700305635253,66.5826709733841,1.1410362677248121e-06,0.06274509803921569,0.00012658879207567454,0.03943051756373343,lr,1.3915565759920043
korhonen-et-al,linearity,0,3-4,0.9948692273959672,49.61709275654188,1.377895278715234e-05,0.00784313725490196,0.0028528054869843625,0.5707370170678765,lr,0.00078087984595116
korhonen-et-al,linearity,1,4-5,0.9840686088086266,44.633180980839526,4.352332230761015e-05,0.01568627450980392,0.004969384580939453,0.7931420685116404,lr,0.0015696375294723946
korhonen-et-al,linearity,2,5-6,0.9510275421708695,39.55817302346216,0.0001401174503705017,0.03137254901960784,0.008793911823626507,1.0425853936686278,lr,0.003158659834926108
korhonen-et-al,linearity,3,6-7,0.8643864191017766,34.284126826738245,0.0004689881894440406,0.06274509803921569,0.016004623855593654,1.2760078714837422,lr,0.006375771914673702
uap,linearity,0,-1-0,0.9728531384416107,43.86824521878075,5.0492835477206275e-05,0.00784313725490196,0.006307287338693617,0.017730076505392406,Amplitude,0.0784308509798706
uap,linearity,1,0-1,0.9105189207107813,37.79793421408127,0.0001945673138986982,0.01568627450980392,0.012483148034368268,0.25715865643132474,Amplitude,0.15686230906733734
uap,linearity,2,2-3,0.7612734454653513,31.568482179876085,0.0007260884333352102,0.03137254901960784,0.024619994864836875,0.7889924137655504,Amplitude,0.31372510932059344
uap,linearity,3,5-6,0.5264267865448167,25.59880550080961,0.0027777258544476797,0.06274509803921569,0.0482143412650433,1.587802477766874,Amplitude,0.6274506436205433
ssah,linearity,0,4-5,0.9936888757464559,48.79400168166059,1.349810183528845e-05,0.00784313725490196,0.0030180504233232254,0.6810880322697546,lr,0.0007742059873264565
ssah,linearity,1,5-6,0.9824237218554986,44.5365667205291,3.8156413354878624e-05,0.01568627450980392,0.00484827496665371,0.90462824371711,lr,0.001552614945146596
ssah,linearity,2,6-7,0.9521091073777496,40.03074531918282,0.0001065199721831494,0.03137254901960784,0.007913081957130521,1.115691927148591,lr,0.00311855851549721
ssah,linearity,3,8-9,0.8777775538770246,35.3774129814904,0.00030265384783540806,0.06274509803921569,0.013073553937097741,1.2418629600610382,lr,0.006279002407724207
grad-est,linearity,0,-2-0,0.9814200312328832,46.330940941363295,2.7408944748059466e-05,0.00784313725490196,0.004367204538406297,0.043807493937569955,eps,0.007843123246226276
grad-est,linearity,1,1-2,0.9404726108099442,40.37377230225526,9.636911413343359e-05,0.01568627450980392,0.00840026527043641,0.13667175691176892,eps,0.01568625387958473
grad-est,linearity,2,3-4,0.8378767233061232,34.77445894517706,0.00034631416931348475,0.03137254901960784,0.015795028842053572,0.296007409506139,eps,0.03137253394199675
grad-est,linearity,3,5-6,0.73690118255622,31.38178054824803,0.0007356149682311304,0.06274509803921569,0.02186752957261701,0.3812827523607903,eps,0.06274507912772695
zhang-et-al-dists,linearity,0,3-4,0.9918115313343489,48.31253748922866,1.8386522866528628e-05,0.00784313725490196,0.003456047106987025,0.6755904582732839,lr,0.0007744322076542189
zhang-et-al-dists,linearity,1,4-5,0.9747237728947687,43.37120434425778,5.743277908192484e-05,0.01568627450980392,0.0059848240729167505,0.9272135771901292,lr,0.001552386490082702
zhang-et-al-dists,linearity,2,5-6,0.9236713880216569,38.25957575391737,0.00018699793205644434,0.03137254901960784,0.010637612682219492,1.196280794582512,lr,0.003116057014182876
zhang-et-al-dists,linearity,3,6-7,0.800453089017555,32.8439495131336,0.0006460713255380711,0.06274509803921569,0.01967302283138324,1.4293721211662715,lr,0.0062623550929989825
square-attack,linearity,0,-2-0,0.9922382970109029,48.15141642502318,1.8466526152925152e-05,0.00784313725490196,0.0021765342606680695,0.11011977046264251,eps,0.007843123413085283
square-attack,linearity,1,1-2,0.9791993268758545,42.31086107192816,6.285735316731082e-05,0.01568627450980392,0.00395061349855447,0.15156820444245922,eps,0.015686254173282427
square-attack,linearity,2,3-4,0.9534861724468672,37.037256105338834,0.0002169400228262113,0.03137254901960784,0.006839799202926986,0.1983776752340033,eps,0.03137253412354922
square-attack,linearity,3,5-6,0.9143141574873382,31.646288910173958,0.0007635920489399344,0.06274509803921569,0.012092237752469715,0.2628674169955829,eps,0.06274507928498864
parsimonious,spaq,0,4-3,0.8736508732649031,30.0,0.0010575518723884572,0.0335811915433929,0.031107043085329703,0.3053812945361358,epsilon,0.033581179556237434
parsimonious,spaq,1,2-1,0.9314585277522778,35.0,0.00032583763291418687,0.01860739572267789,0.017457136975908605,0.253322069148196,epsilon,0.018607374032161002
parsimonious,spaq,2,1-0,0.9678118601597815,40.0,0.00010259460363120572,0.010364086145978672,0.00983925898127081,0.1992423814009056,epsilon,0.010364066145978672
parsimonious,niqe,0,4-3,0.8447337267505736,30.0,0.001055929826292128,0.033481435062626214,0.03112362745296084,-0.09725744523588839,epsilon,0.03348142293588592
parsimonious,niqe,1,2-1,0.9216599868235494,35.0,0.00032576757478033766,0.018560738186150224,0.0174796038057571,-0.08653154666153001,epsilon,0.018560716512568916
parsimonious,niqe,2,1-0,0.9656529596309547,40.0,0.0001024284246050102,0.010345874379702663,0.00984384913100078,-0.07647063364981321,epsilon,0.010345854379702663
parsimonious,meta-iqa,0,4-3,0.8772980347475587,30.0,0.0010572163739650795,0.033790949436333546,0.030996503289460412,0.20346250235566452,epsilon,0.033790937742683
parsimonious,meta-iqa,1,2-1,0.9333002450557661,35.0,0.0003257682899767621,0.018634378131867503,0.017442716102348217,0.17291999770441646,epsilon,0.018634356431556642
parsimonious,meta-iqa,2,1-0,0.9685214642130842,40.0,0.00010267802752792428,0.010374307072298722,0.009838081209709242,0.1321265519704227,epsilon,0.010374287072298722
parsimonious,koncept,0,4-3,0.8670441043093635,30.0,0.0010585666445297253,0.033667805028185484,0.03108571164713186,0.2684568889881839,epsilon,0.03366779316222442
parsimonious,koncept,1,2-1,0.9315678627434123,35.0,0.00032631847988913844,0.018637725091639717,0.017459833215114223,0.2129995704064349,epsilon,0.018637703390113988
parsimonious,koncept,2,1-0,0.9691557020794274,40.0,0.00010292403771937315,0.010392551979203711,0.00983861769384764,0.15939334654817117,epsilon,0.010392531979203711
parsimonious,paq2piq,0,4-3,0.8509206555926687,30.0,0.001055362500717224,0.033545559279833076,0.031088300930682856,0.35355499994417994,epsilon,0.03354554724281896
parsimonious,paq2piq,1,2-1,0.9227597005957443,35.0,0.00032572311453406706,0.018564636017275274,0.017475265726451118,0.2570244066471774,epsilon,0.018564614342279146
parsimonious,paq2piq,2,1-0,0.9657600286561709,40.0,0.00010247245751041743,0.010350770027453436,0.00984118676935894,0.17476263702375144,epsilon,0.010350750027453436
parsimonious,fpr,0,4-3,0.8501354568291484,30.0,0.0010553244219900244,0.033683324442487166,0.031013397710981466,0.7710668435809243,epsilon,0.033683312598241734
parsimonious,fpr,1,2-1,0.9241030055422382,35.0,0.0003255527289143496,0.01861213339802914,0.017445424970300223,0.5966621767870044,epsilon,0.018612111705792588
parsimonious,fpr,2,1-0,0.9668038933186621,40.0,0.00010268748594771416,0.010376588958078914,0.009835228794858793,0.42667116245581,epsilon,0.010376568958078914
parsimonious,maniqa,0,4-3,0.8829795896830572,30.0,0.0010597601305589806,0.033808686407951136,0.031040887265165466,0.2075330424733652,epsilon,0.03380867473911915
parsimonious,maniqa,1,2-1,0.9361928512035524,35.0,0.0003261577803540896,0.018646257974492954,0.01744999863736118,0.1718959726301501,epsilon,0.01864623626986999
parsimonious,maniqa,2,1-0,0.9692356551071802,40.0,0.00010274690447044474,0.010381203149134013,0.009835500015753553,0.1351326918097038,epsilon,0.010381183149134013
parsimonious,linearity,0,4-3,0.8870169746635272,30.0,0.0010599655342336033,0.03386449624259073,0.03101279470393854,0.25429897570150994,epsilon,0.033864484651850976
parsimonious,linearity,1,2-1,0.939921415456219,35.0,0.0003261410524857192,0.018698517991915204,0.017423080795028755,0.21610733465827178,epsilon,0.018698496268323095
parsimonious,linearity,2,1-0,0.9711749016557445,40.0,0.00010307098259854103,0.010414953405020013,0.0098317235462958,0.1835436795143614,epsilon,0.010414933405020014
cadv,spaq,0,6-5,0.75,19.690860768402867,0.013928394060662461,0.7329122158478054,0.06988131368484782,0.4717406221353807,lr,0.004356769409362951
cadv,spaq,1,5-4,0.85,22.433053387327153,0.009269730253351007,0.6188601029938037,0.05075495166769163,0.38669457156233944,lr,0.0011243982312194357
cadv,spaq,2,1-0,0.9,23.156778000730036,0.008833945571661016,0.5725381369774957,0.045218188612754166,0.16194556300348248,lr,5.9061332635725905e-05
cadv,meta-iqa,0,7-6,0.75,19.662623557202185,0.016293450663600148,0.7301485054424051,0.07353278327913801,0.27986590839112213,lr,0.006098588474037362
cadv,meta-iqa,1,5-4,0.85,22.543046133318665,0.00903026529744363,0.5890472734357803,0.0502162643229877,0.2870173758032586,lr,0.001687291610786524
cadv,meta-iqa,2,2-0,0.9,24.459604537743225,0.00673686122163001,0.5175146491524953,0.03983169621749808,0.14537391037963734,lr,0.000189716549132963
cadv,koncept,0,6-5,0.75,19.873128209121376,0.013158285695211765,0.7245300436486044,0.06704657030043454,0.3363820261740805,lr,0.004013560995901621
cadv,koncept,1,4-3,0.85,22.528815500091394,0.010563421415758506,0.6227543748417341,0.04992140990896428,0.25791375670724814,lr,0.0008824670589427529
cadv,paq2piq,0,5-4,0.75,18.914589654092378,0.01618559414609605,0.7799200645823829,0.07344671961880911,0.4876559473812059,lr,0.0020782576721963247
cadv,paq2piq,1,4-3,0.85,21.42863777210435,0.010623088958240564,0.6822815382652822,0.05215289330357911,0.2981487789496527,lr,0.000531442314792552
cadv,fpr,0,6-5,0.75,19.972768298852685,0.013436167210857478,0.7441566784114076,0.0668960184251324,0.8889530522366381,lr,0.0031329563455924844
cadv,fpr,1,5-4,0.85,22.38328252307968,0.00849815203220669,0.6414065813743249,0.047436904813219286,0.6444547421735152,lr,0.001124416120191604
cadv,maniqa,0,6-5,0.75,19.861022337867844,0.01379551136852087,0.7302439244313619,0.06797997696533996,0.24716225139197,lr,0.004580408105239779
cadv,maniqa,1,5-4,0.85,23.048798662543543,0.008484588663406551,0.5824659452094576,0.047982568563887606,0.2297596508425574,lr,0.001633234889226628
cadv,maniqa,2,3-1,0.9,24.91218058173753,0.007121992487180194,0.514837275511435,0.03945519574050208,0.11320852165358074,lr,0.0001583831909091844
cadv,linearity,0,6-5,0.75,20.07019813315792,0.013262262019718899,0.720240779722522,0.06662109580665498,0.36999795842415556,lr,0.004952793760577073
cadv,linearity,1,5-4,0.85,22.624398272354632,0.010186629412363413,0.6164213697922191,0.049139977384152995,0.334371981384175,lr,0.0014475234546811287
cadv,linearity,2,1-0,0.9,23.864665172602383,0.007634509561650137,0.5441915601304926,0.041645384997718526,0.1548738730453097,lr,7.739504009606052e-05
patch-rs,spaq,0,9,0.9952767325425976,29.67328261572979,0.0010986281870839,0.9637647064000001,0.001558633902,0.3094596226138536,eps,625.0
patch-rs,spaq,1,4,0.9983066347781822,35.19364169127533,0.000312776927368744,0.9341176521999999,0.0004347671174,0.17436101639087004,eps,169.0
patch-rs,spaq,2,1,0.9991117922026531,39.4560413714356,0.00011602144770548348,0.9211764766000001,0.00016591217260000001,0.12214377946839332,eps,64.0
patch-rs,niqe,0,9,0.9954171734578248,29.59619948507657,0.001116181263395524,0.9578039201999999,0.001518426106,-0.05921654538693235,eps,625.0
patch-rs,niqe,1,5,0.9979771137109696,34.42548856596166,0.00036884451493021393,0.9415686286,0.00051996847,-0.03292563110455499,eps,225.0
patch-rs,niqe,2,1,0.9991723216845588,40.0611023828463,0.00010008464876633422,0.909333336,0.0001471199916,-0.022573951049178677,eps,64.0
patch-rs,meta-iqa,0,9,0.9954698515167216,29.687462039190056,0.001096637135235686,0.9607058843999999,0.001567487756,0.16197899103164673,eps,625.0
patch-rs,meta-iqa,1,5,0.9981243954427396,34.30028150314823,0.000386937104060276,0.9318431378,0.0005537987051999999,0.09212395131587982,eps,225.0
patch-rs,meta-iqa,2,1,0.999209003079086,39.5953982977658,0.00011326256217152282,0.9291764726000001,0.00016141192639999998,0.040310259461402896,eps,64.0
patch-rs,koncept,0,9,0.9953293489390966,30.09794474206244,0.001000822141912136,0.9532549037999999,0.0014865556640000002,0.4644365630541676,eps,625.0
patch-rs,koncept,1,5,0.9978866104123645,34.751322433016725,0.00034482079635926805,0.944000001,0.000520152642,0.39374749769524714,eps,225.0
patch-rs,koncept,2,1,0.9991174618375338,40.41885706093388,9.437025318630884e-05,0.9061960780000001,0.00014649155688000002,0.28418677823434746,eps,64.0
patch-rs,paq2piq,0,9,0.9953192556905485,30.00093927904737,0.0010183928891908279,0.9412549051999999,0.001469654376,0.42719342914328967,eps,625.0
patch-rs,paq2piq,1,4,0.9983070348700634,35.28625390762717,0.0003014289323735,0.9495686308000001,0.00042444539040000005,0.29496914604658214,eps,169.0
patch-rs,paq2piq,2,0,0.9992978811205372,40.44077726616906,9.243921702550075e-05,0.9269803919999999,0.00012637880999999998,0.1739157512538302,eps,49.0
patch-rs,fpr,0,9,0.9955662208069959,29.751141265783367,0.00107476158978074,0.9641568641999999,0.001503786704,0.4630761390503082,eps,625.0
patch-rs,fpr,1,4,0.9984941484218435,35.27284344132565,0.000302891661051574,0.9559999997999999,0.0004010416672,0.35741118760913637,eps,169.0
patch-rs,fpr,2,0,0.999366635296937,40.037213773123554,0.00010161765039631454,0.9344313716000001,0.0001301346659,0.23789282456539584,eps,49.0
patch-rs,maniqa,0,9,0.9954203065812114,29.82982681289091,0.0010526333959595539,0.9706666693999999,0.0015067968480000002,0.15768753439188005,eps,625.0
patch-rs,maniqa,1,4,0.9983937283690658,35.508847979213996,0.000287875111865268,0.9469019625999999,0.0004196720188000001,0.07715308368206024,eps,169.0
patch-rs,maniqa,2,1,0.9992424954667473,39.86341818414411,0.0001066388681762956,0.9352156894,0.0001538693638,0.041390089988708495,eps,64.0
patch-rs,linearity,0,9,0.9953880822157453,29.54760938186215,0.001128263049117798,0.9639215702,0.0015636435900000004,0.23255810817029512,eps,625.0
patch-rs,linearity,1,4,0.9984277677134544,35.469771461440985,0.000290404414580698,0.9467450995999998,0.0004216099907999999,0.18414318650015848,eps,169.0
patch-rs,linearity,2,1,0.9992054386399318,39.58567612518052,0.00011453106352333262,0.941882354,0.00016158519079999996,0.14814026097935223,eps,64.0
onepixel,spaq,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,spaq,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,spaq,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,niqe,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,niqe,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,niqe,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,meta-iqa,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,meta-iqa,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,meta-iqa,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,koncept,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,koncept,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,koncept,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,paq2piq,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,paq2piq,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,paq2piq,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,fpr,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,fpr,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,fpr,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,maniqa,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,maniqa,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,maniqa,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
onepixel,linearity,0,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,10.0
onepixel,linearity,1,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,20.0
onepixel,linearity,2,custom,0.0,0.0,0.0,0.0,0.0,0.0,PIXEL_COUNT,40.0
cadv,koncept,2,0,0.8955349316727775,23.132758816058185,0.008340250736103751,0.5708780967391304,0.04359738663043478,0.10378225279632483,lr,5e-05
cadv,paq2piq,2,1,0.87521455169217,21.784482211474653,0.009798399261091233,0.6333268219148935,0.04984125417021276,0.20252299689829056,lr,0.00011
cadv,fpr,2,2,0.8980917498338385,24.975707005669506,0.006197080714549701,0.5177092877916667,0.03763680857083334,0.2656063022800641,lr,0.00023
